title,partner,rating,reviews,description,course_link,enrollment,skills
IBM Data Analyst,IBM,4.6,85K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-analyst,322279.0,"Category: Model SelectionModel Selection, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: Data VisualizationData Visualization, Category: Predictive ModellingPredictive Modelling, Category: Data ScienceData Science, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Data VisualizationData Visualization, Category: Data AnalysisData Analysis, Category: Querying DatabasesQuerying Databases, Category: Data GenerationData Generation, Category: Generative AIGenerative AI, Category: Data AugmentingData Augmenting, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: IBM Cognos AnalyticsIBM Cognos Analytics, Category: DashboardDashboard, Category: Data VisualizationData Visualization, Category: Python ProgrammingPython Programming, Category: Dashboards and ChartsDashboards and Charts, Category: dashdash, Category: Data VisualizationData Visualization, Category: MatplotlibMatplotlib, Category: Data CollectionData Collection, Category: Data WranglingData Wrangling, Category: Data VisualizationData Visualization, Category: Exploratory Data AnalysisExploratory Data Analysis, Category: Dashboard CreationDashboard Creation, Category: Python ProgrammingPython Programming, Category: Cloud DatabasesCloud Databases, Category: Relational Database Management System (RDBMS)Relational Database Management System (RDBMS), Category: SQLSQL, Category: Jupyter notebooksJupyter notebooks, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: PandasPandas, Category: Jupyter notebooksJupyter notebooks, Category: Data ScienceData Science, Category: SpreadsheetSpreadsheet, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Pivot TablePivot Table"
IBM Generative AI Engineering,IBM,4.6,76K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,2210.0,"Category: Generative AI applicationsGenerative AI applications, Category: Retrieval augmented generation (RAG)Retrieval augmented generation (RAG), Category: Vector DatabaseVector Database, Category: LangChainLangChain, Category: GradioGradio, Category: Vector databaseVector database, Category: Python ProgrammingPython Programming, Category: Application developmentApplication development, Category: Web ApplicationWeb Application, Category: FlaskFlask, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Model SelectionModel Selection, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: Data VisualizationData Visualization, Category: Predictive ModellingPredictive Modelling, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Artificial Neural NetworkArtificial Neural Network, Category: Machine LearningMachine Learning, Category: Deep LearningDeep Learning, Category: keraskeras, Category: Retrieval augmented generation (RAG)Retrieval augmented generation (RAG), Category: In-context learning and prompt engineeringIn-context learning and prompt engineering, Category: LangChainLangChain, Category: Vector databasesVector databases, Category: ChatbotsChatbots, Category: Reinforcement LearningReinforcement Learning, Category: Proximal policy optimization (PPO)Proximal policy optimization (PPO), Category: Reinforcement learningReinforcement learning, Category: Direct preference optimization (DPO)Direct preference optimization (DPO), Category: Hugging FaceHugging Face, Category: Instruction-tuningInstruction-tuning, Category: Machine LearningMachine Learning, Category: regressionregression, Category: Hierarchical ClusteringHierarchical Clustering, Category: classificationclassification, Category: SciPy and scikit-learnSciPy and scikit-learn, Category: Fine-tuning LLMsFine-tuning LLMs, Category: LoRA and QLoRALoRA and QLoRA, Category: Pretraining transformersPretraining transformers, Category: PyTorchPyTorch, Category: Hugging FaceHugging Face, Category: Bidirectional Representation for Transformers (BERT)Bidirectional Representation for Transformers (BERT), Category: Positional encoding and maskingPositional encoding and masking, Category: Generative pre-trained transformers (GPT)Generative pre-trained transformers (GPT), Category: Language transformationLanguage transformation, Category: PyTorch functionsPyTorch functions, Category: Voice AssistantsVoice Assistants, Category: ChatbotsChatbots, Category: Python ProgrammingPython Programming, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: ChatGPTChatGPT, Category: Large Language Models (LLM)Large Language Models (LLM), Category: Natural Language GenerationNatural Language Generation, Category: Generative AIGenerative AI, Category: N-GramN-Gram, Category: PyTorch torchtextPyTorch torchtext, Category: Generative AI for NLPGenerative AI for NLP, Category: Word2Vec ModelWord2Vec Model, Category: Sequence-to-Sequence ModelSequence-to-Sequence Model, Category: Generative AIGenerative AI, Category: AI ethicsAI ethics, Category: Natural Language ProcessingNatural Language Processing, Category: Machine LearningMachine Learning, Category: Artificial IntelligenceArtificial Intelligence, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Prompt EngineeringPrompt Engineering, Category: ChatGPTChatGPT, Category: prompt patternsprompt patterns, Category: Generative AIGenerative AI, Category: TokenizationTokenization, Category: Hugging Face LibrariesHugging Face Libraries, Category: NLP Data LoaderNLP Data Loader, Category: Large Language ModelsLarge Language Models, Category: PyTorchPyTorch"
IBM AI Developer,IBM,4.6,59K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,137446.0,"Category: Python ProgrammingPython Programming, Category: Application developmentApplication development, Category: Web ApplicationWeb Application, Category: FlaskFlask, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Software EngineeringSoftware Engineering, Category: Software DevelopmentSoftware Development, Category: Code generationCode generation, Category: AI promptsAI prompts, Category: Generative AIGenerative AI, Category: CareerCareer, Category: Software EngineerSoftware Engineer, Category: Coding ChallengeCoding Challenge, Category: interview Preparationinterview Preparation, Category: Full Stack DeveloperFull Stack Developer, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Voice AssistantsVoice Assistants, Category: ChatbotsChatbots, Category: Python ProgrammingPython Programming, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: ChatGPTChatGPT, Category: Large Language Models (LLM)Large Language Models (LLM), Category: Natural Language GenerationNatural Language Generation, Category: Generative AIGenerative AI, Category: Software EngineeringSoftware Engineering, Category: Software ArchitectureSoftware Architecture, Category: Python ProgrammingPython Programming, Category: Agile and ScrumAgile and Scrum, Category: Software Development Lifecycle (SDLC)Software Development Lifecycle (SDLC), Category: Generative AIGenerative AI, Category: AI ethicsAI ethics, Category: Natural Language ProcessingNatural Language Processing, Category: Machine LearningMachine Learning, Category: Artificial IntelligenceArtificial Intelligence, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Prompt EngineeringPrompt Engineering, Category: ChatGPTChatGPT, Category: prompt patternsprompt patterns, Category: Generative AIGenerative AI, Category: Web DevelopmentWeb Development, Category: JavaScriptJavaScript, Category: WebWeb, Category: Cascading Style Sheets (CSS)Cascading Style Sheets (CSS)"
AI in Healthcare,Stanford University,4.7,1.8K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/ai-healthcare,42489.0,
Google Advanced Data Analytics,Google,4.7,5K reviews,Advanced · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,145268.0,"Category: regression modelingregression modeling, Category: Python ProgrammingPython Programming, Category: Statistical AnalysisStatistical Analysis, Category: Effective CommunicationEffective Communication, Category: Predictive ModellingPredictive Modelling, Category: Python ProgrammingPython Programming, Category: Jupyter NotebookJupyter Notebook, Category: CodingCoding, Category: Using Comments to Enhance Code ReadabilityUsing Comments to Enhance Code Readability, Category: Data VisualizationData Visualization, Category: Project ManagementProject Management, Category: Sharing Insights With StakeholdersSharing Insights With Stakeholders, Category: Cross-Functional Team DynamicsCross-Functional Team Dynamics, Category: Asking Effective QuestionsAsking Effective Questions, Category: Effective Written CommunicationEffective Written Communication, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: Machine LearningMachine Learning, Category: Technical Interview PreparationTechnical Interview Preparation, Category: Executive SummariesExecutive Summaries, Category: Probability DistributionProbability Distribution, Category: Python ProgrammingPython Programming, Category: Statistical AnalysisStatistical Analysis, Category: Effective CommunicationEffective Communication, Category: Statistical Hypothesis TestingStatistical Hypothesis Testing, Category: Stack OverflowStack Overflow, Category: Python ProgrammingPython Programming, Category: Machine LearningMachine Learning, Category: Effective CommunicationEffective Communication, Category: Predictive ModellingPredictive Modelling, Category: Python ProgrammingPython Programming, Category: Effective CommunicationEffective Communication, Category: Tableau SoftwareTableau Software, Category: Data VisualizationData Visualization, Category: Exploratory Data AnalysisExploratory Data Analysis"
IBM Full Stack Software Developer,IBM,4.6,51K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,187763.0,"Category: Python ProgrammingPython Programming, Category: Application developmentApplication development, Category: Web ApplicationWeb Application, Category: FlaskFlask, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Software EngineeringSoftware Engineering, Category: Software DevelopmentSoftware Development, Category: Code generationCode generation, Category: AI promptsAI prompts, Category: Generative AIGenerative AI, Category: React (Web Framework)React (Web Framework), Category: Front-end DevelopmentFront-end Development, Category: Web DevelopmentWeb Development, Category: JavaScriptJavaScript, Category: User InterfaceUser Interface, Category: CareerCareer, Category: Software EngineerSoftware Engineer, Category: Coding ChallengeCoding Challenge, Category: interview Preparationinterview Preparation, Category: Full Stack DeveloperFull Stack Developer, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: OpenshiftOpenshift, Category: DockerDocker, Category: KubernetesKubernetes, Category: ContainersContainers, Category: Cloud NativeCloud Native, Category: Django (Web Framework)Django (Web Framework), Category: Object Relational Mapping (ORM)Object Relational Mapping (ORM), Category: Relational Database (RDBMS)Relational Database (RDBMS), Category: SQLSQL, Category: Back-End ApplicationsBack-End Applications, Category: Distributed Version Control Systems (DVCS)Distributed Version Control Systems (DVCS), Category: Git (Software)Git (Software), Category: GithubGithub, Category: open sourceopen source, Category: Cloning and forkingCloning and forking, Category: Representational State Transfer (REST)Representational State Transfer (REST), Category: Cloud ApplicationsCloud Applications, Category: OpenshiftOpenshift, Category: MicroservicesMicroservices, Category: serverlessserverless, Category: Server-side JavaScriptServer-side JavaScript, Category: back-end developmentback-end development, Category: Computer ScienceComputer Science, Category: Web DevelopmentWeb Development, Category: expressexpress, Category: Software EngineeringSoftware Engineering, Category: Software ArchitectureSoftware Architecture, Category: Python ProgrammingPython Programming, Category: Agile and ScrumAgile and Scrum, Category: Software Development Lifecycle (SDLC)Software Development Lifecycle (SDLC), Category: Django (Web Framework)Django (Web Framework), Category: Node.JsNode.Js, Category: Full Stack DevelopmentFull Stack Development, Category: Web ApplicationWeb Application, Category: JavaScriptJavaScript, Category: Web DevelopmentWeb Development, Category: JavaScriptJavaScript, Category: WebWeb, Category: Cascading Style Sheets (CSS)Cascading Style Sheets (CSS), Category: Cloud ComputingCloud Computing, Category: Hybrid MulticloudHybrid Multicloud, Category: DevopsDevops, Category: Iaas PaaS SaasIaas PaaS Saas, Category: Cloud NativeCloud Native"
Google Prompting Essentials,Google,4.7,138 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-prompting-essentials,12837.0,
Data Science Foundations,Multiple educators,4.6,108K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-foundations,,"Category: Data ScienceData Science, Category: Python ProgrammingPython Programming, Category: GithubGithub, Category: RstudioRstudio, Category: Jupyter notebooksJupyter notebooks, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Mean and DeviationsMean and Deviations, Category: One and two-dimensional dataOne and two-dimensional data, Category: Pandas and K-meansPandas and K-means, Category: What is Data?What is Data?, Category: Introduction to machine learningIntroduction to machine learning, Category: Preparing your dataPreparing your data, Category: How the K-mean clustering algorithm worksHow the K-mean clustering algorithm works, Category: CorrelationCorrelation, Category: Project Life CycleProject Life Cycle, Category: RegressionRegression, Category: Project Life CycleProject Life Cycle, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: PandasPandas, Category: Jupyter notebooksJupyter notebooks, Category: Data ScienceData Science, Category: Big DataBig Data, Category: Machine LearningMachine Learning, Category: Deep LearningDeep Learning, Category: Data MiningData Mining, Category: The history of algorithmsThe history of algorithms, Category: Conversion between flowcharts and pseudocodeConversion between flowcharts and pseudocode, Category: Introduction to loops in pseudocodeIntroduction to loops in pseudocode, Category: Problems in Computer ScienceProblems in Computer Science"
Microsoft Power BI Data Analyst,Microsoft,4.6,5.6K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,220466.0,"Category: Data AnalysisData Analysis, Category: Data VisualizationData Visualization, Category: power bipower bi, Category: Design ReportsDesign Reports, Category: Design DashboardsDesign Dashboards, Category: Data AnalysisData Analysis, Category: Data ModelingData Modeling, Category: Data VisualizationData Visualization, Category: power bipower bi, Category: DAXDAX, Category: Report BuildingReport Building, Category: Data AnalysisData Analysis, Category: Data VisualizationData Visualization, Category: power bipower bi, Category: Dashboard CreationDashboard Creation, Category: Data AnalysisData Analysis, Category: SQLSQL, Category: Data ManagementData Management, Category: Security AlertingSecurity Alerting, Category: power bipower bi, Category: Data AnalysisData Analysis, Category: power bipower bi, Category: Data-driven decisionsData-driven decisions, Category: Data AnalysisData Analysis, Category: Data transformationData transformation, Category: Data ConfigurationData Configuration, Category: power bipower bi, Category: Power QueryPower Query, Category: Data AnalysisData Analysis, Category: Microsoft ExcelMicrosoft Excel, Category: Preparing DataPreparing Data, Category: power bipower bi, Category: formulas and functionsformulas and functions"
IBM DevOps and Software Engineering,IBM,4.6,55K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/devops-and-software-engineering,82173.0,"Category: Python ProgrammingPython Programming, Category: Application developmentApplication development, Category: Web ApplicationWeb Application, Category: FlaskFlask, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Shell ScriptShell Script, Category: Bash (Unix Shell)Bash (Unix Shell), Category: Extract Transform and Load (ETL)Extract Transform and Load (ETL), Category: LinuxLinux, Category: Linux CommandsLinux Commands, Category: Software TestingSoftware Testing, Category: Test-Driven DevelopmentTest-Driven Development, Category: Behavior-Driven DevelopmentBehavior-Driven Development, Category: Test CaseTest Case, Category: Automated TestingAutomated Testing, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: OpenshiftOpenshift, Category: DockerDocker, Category: KubernetesKubernetes, Category: ContainersContainers, Category: Cloud NativeCloud Native, Category: CI/CDCI/CD, Category: MicroservicesMicroservices, Category: Cloud ComputingCloud Computing, Category: KubernetesKubernetes, Category: DevopsDevops, Category: CI/CDCI/CD, Category: Continuous IntegrationContinuous Integration, Category: Continuous DevelopmentContinuous Development, Category: Infrastructure As CodeInfrastructure As Code, Category: AutomationAutomation, Category: Open Web Application Security Project (OWASP)Open Web Application Security Project (OWASP), Category: ObservabilityObservability, Category: securitysecurity, Category: MonitoringMonitoring, Category: logginglogging, Category: Distributed Version Control Systems (DVCS)Distributed Version Control Systems (DVCS), Category: Git (Software)Git (Software), Category: GithubGithub, Category: open sourceopen source, Category: Cloning and forkingCloning and forking, Category: Representational State Transfer (REST)Representational State Transfer (REST), Category: Cloud ApplicationsCloud Applications, Category: OpenshiftOpenshift, Category: MicroservicesMicroservices, Category: serverlessserverless, Category: Software EngineeringSoftware Engineering, Category: Software ArchitectureSoftware Architecture, Category: Python ProgrammingPython Programming, Category: Agile and ScrumAgile and Scrum, Category: Software Development Lifecycle (SDLC)Software Development Lifecycle (SDLC), Category: CI/CDCI/CD, Category: agileagile, Category: DevopsDevops, Category: TDD/BDDTDD/BDD, Category: Cloud NativeCloud Native, Category: ObservabilityObservability, Category: TelemetryTelemetry, Category: MonitoringMonitoring, Category: logginglogging, Category: TracingTracing, Category: Cloud ComputingCloud Computing, Category: Hybrid MulticloudHybrid Multicloud, Category: DevopsDevops, Category: Iaas PaaS SaasIaas PaaS Saas, Category: Cloud NativeCloud Native, Category: KanbanKanban, Category: ZenhubZenhub, Category: Scrum MethodologyScrum Methodology, Category: Agile Software DevelopmentAgile Software Development, Category: Sprint PlanningSprint Planning"
Foundations of Project Management,Google,4.9,88K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/project-management-foundations,2147904.0,
AI For Everyone,DeepLearning.AI,4.8,44K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-everyone,1529946.0,
"Foundations: Data, Data, Everywhere",Google,4.8,108K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-data,2927859.0,
Data Science Fundamentals with Python and SQL,IBM,4.6,68K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,55815.0,"Category: Data ScienceData Science, Category: Python ProgrammingPython Programming, Category: GithubGithub, Category: RstudioRstudio, Category: Jupyter notebooksJupyter notebooks, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Python ProgrammingPython Programming, Category: Cloud DatabasesCloud Databases, Category: Relational Database Management System (RDBMS)Relational Database Management System (RDBMS), Category: SQLSQL, Category: Jupyter notebooksJupyter notebooks, Category: Probability And StatisticsProbability And Statistics, Category: Basic Descriptive StatisticsBasic Descriptive Statistics, Category: Statistical Hypothesis TestingStatistical Hypothesis Testing, Category: Data VisualizationData Visualization, Category: Regression AnalysisRegression Analysis, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: PandasPandas, Category: Jupyter notebooksJupyter notebooks"
Business Foundations,University of Pennsylvania,4.7,25K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wharton-business-foundations,268097.0,"Category: Financial AccountingFinancial Accounting, Category: AccountingAccounting, Category: Financial StatementFinancial Statement, Category: Balance SheetBalance Sheet, Category: Financial AccountingFinancial Accounting, Category: AccountingAccounting, Category: FinanceFinance, Category: MarketingMarketing, Category: Decision-MakingDecision-Making, Category: Change ManagementChange Management, Category: Human Resources (HR)Human Resources (HR), Category: Positioning (Marketing)Positioning (Marketing), Category: MarketingMarketing, Category: Marketing StrategyMarketing Strategy, Category: Customer SatisfactionCustomer Satisfaction, Category: Process ManagementProcess Management, Category: Operations ManagementOperations Management, Category: Six SigmaSix Sigma, Category: InventoryInventory, Category: Discounted Cash FlowDiscounted Cash Flow, Category: Decision-MakingDecision-Making, Category: Corporate FinanceCorporate Finance, Category: Cash Flow AnalysisCash Flow Analysis"
IBM Back-End Development,IBM,4.6,45K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-backend-development,21128.0,"Category: Python ProgrammingPython Programming, Category: Application developmentApplication development, Category: Web ApplicationWeb Application, Category: FlaskFlask, Category: Artificial Intelligence (AI)Artificial Intelligence (AI), Category: Shell ScriptShell Script, Category: Bash (Unix Shell)Bash (Unix Shell), Category: Extract Transform and Load (ETL)Extract Transform and Load (ETL), Category: LinuxLinux, Category: Linux CommandsLinux Commands, Category: Django (Web Framework)Django (Web Framework), Category: MongodbMongodb, Category: DockerDocker, Category: FlaskFlask, Category: Representational State Transfer (REST)Representational State Transfer (REST), Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: OpenshiftOpenshift, Category: DockerDocker, Category: KubernetesKubernetes, Category: ContainersContainers, Category: Cloud NativeCloud Native, Category: Django (Web Framework)Django (Web Framework), Category: Object Relational Mapping (ORM)Object Relational Mapping (ORM), Category: Relational Database (RDBMS)Relational Database (RDBMS), Category: SQLSQL, Category: Back-End ApplicationsBack-End Applications, Category: Open Web Application Security Project (OWASP)Open Web Application Security Project (OWASP), Category: ObservabilityObservability, Category: securitysecurity, Category: MonitoringMonitoring, Category: logginglogging, Category: Distributed Version Control Systems (DVCS)Distributed Version Control Systems (DVCS), Category: Git (Software)Git (Software), Category: GithubGithub, Category: open sourceopen source, Category: Cloning and forkingCloning and forking, Category: Representational State Transfer (REST)Representational State Transfer (REST), Category: Cloud ApplicationsCloud Applications, Category: OpenshiftOpenshift, Category: MicroservicesMicroservices, Category: serverlessserverless, Category: Software EngineeringSoftware Engineering, Category: Software ArchitectureSoftware Architecture, Category: Python ProgrammingPython Programming, Category: Agile and ScrumAgile and Scrum, Category: Software Development Lifecycle (SDLC)Software Development Lifecycle (SDLC), Category: ObservabilityObservability, Category: TelemetryTelemetry, Category: MonitoringMonitoring, Category: logginglogging, Category: TracingTracing"
IBM Data Engineering,IBM,4.6,54K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-data-engineer,101206.0,"Category: Shell ScriptShell Script, Category: Bash (Unix Shell)Bash (Unix Shell), Category: Extract Transform and Load (ETL)Extract Transform and Load (ETL), Category: LinuxLinux, Category: Linux CommandsLinux Commands, Category: Cloud DatabaseCloud Database, Category: MongodbMongodb, Category: CassandraCassandra, Category: NoSQLNoSQL, Category: CloudantCloudant, Category: Data ScienceData Science, Category: Data AnalysisData Analysis, Category: Python ProgrammingPython Programming, Category: NumpyNumpy, Category: PandasPandas, Category: Machine LearningMachine Learning, Category: Machine Learning PipelinesMachine Learning Pipelines, Category: Data EngineerData Engineer, Category: SparkMLSparkML, Category: Apache SparkApache Spark, Category: Python ProgrammingPython Programming, Category: Relational DatabasesRelational Databases, Category: SQLSQL, Category: NoSQLNoSQL, Category: Data PipelinesData Pipelines, Category: Python ProgrammingPython Programming, Category: Information EngineeringInformation Engineering, Category: Extract Transform and Load (ETL)Extract Transform and Load (ETL), Category: Data EngineerData Engineer, Category: Web ScrapingWeb Scraping, Category: Extract Transform and Load (ETL)Extract Transform and Load (ETL), Category: Data EngineerData Engineer, Category: Apache KafkaApache Kafka, Category: Apache AirflowApache Airflow, Category: Data PipelinesData Pipelines, Category: Big DataBig Data, Category: SparkSQLSparkSQL, Category: SparkMLSparkML, Category: Apache HadoopApache Hadoop, Category: Apache SparkApache Spark, Category: Python ProgrammingPython Programming, Category: Cloud DatabasesCloud Databases, Category: Relational Database Management System (RDBMS)Relational Database Management System (RDBMS), Category: SQLSQL, Category: Jupyter notebooksJupyter notebooks, Category: Database SecurityDatabase Security, Category: Database (DBMS)Database (DBMS), Category: Database ServersDatabase Servers, Category: database administrationdatabase administration, Category: Relational DatabaseRelational Database, Category: Data ScienceData Science, Category: Database (DBMS)Database (DBMS), Category: Information EngineeringInformation Engineering, Category: SQLSQL, Category: NoSQLNoSQL, Category: Business IntelligenceBusiness Intelligence, Category: Data VisualizationData Visualization, Category: IBM Cognos AnalyticsIBM Cognos Analytics, Category: Google Looker StudioGoogle Looker Studio, Category: DashboardsDashboards, Category: Convolutional Neural NetworkConvolutional Neural Network, Category: Information EngineeringInformation Engineering, Category: Querying DatabasesQuerying Databases, Category: Data GenerationData Generation, Category: Generative AIGenerative AI, Category: Database (DB) DesignDatabase (DB) Design, Category: PostgresqlPostgresql, Category: Relational Database Management System (RDBMS)Relational Database Management System (RDBMS), Category: Database ArchitectureDatabase Architecture, Category: MySQLMySQL, Category: CubesCubes, Category: Data WarehousingData Warehousing, Category: Snowflake SchemasSnowflake Schemas, Category: Data LakesData Lakes, Category: RollupsRollups, Category: Data MartsData Marts, Category: Star SchemasStar Schemas"
