title,partner,rating,reviews,description,course_link,enrollment,skills
"Programming Languages, Part A",University of Washington,4.9,1.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-languages,198695.0,
System Issues in Cloud Computing,Georgia Institute of Technology,4.5,329 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cloud,2685.0,
التميز في خدمة وإسعاد المتعاملين,Alfaisal University | KLD,4.9,128 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/customer-service-excellence,4155.0,
"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",University of New Mexico,4.8,123 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/curanderismo-traditional-healing,14054.0,
Neuroscience of Leadership: Leading with Your Brain,University of Colorado Boulder,4.8,52 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/neuroscience-of-leadership-leading-with-your-brain,2471.0,"Category: PsychologyPsychology, Category: BusinessBusiness, Category: PerformancePerformance, Category: LeadershipLeadership, Category: NeuroscienceNeuroscience, Category: goal settinggoal setting, Category: CoachingCoaching, Category: StorytellingStorytelling, Category: InfluenceInfluence, Category: CollaborationCollaboration, Category: Change ManagementChange Management, Category: BusinessBusiness, Category: CreativityCreativity, Category: diversitydiversity, Category: InnovationInnovation"
Computer Security and Systems Management,University of Colorado System,4.6,1.9K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/computer-security-systems-management,25597.0,"Category: SubnetworkSubnetwork, Category: CybersecurityCybersecurity, Category: Information Security (INFOSEC)Information Security (INFOSEC), Category: Enterprise SystemEnterprise System"
Salesforce Admin and App Builder,LearnKartS,,,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/salesforce-admin-and-app-builder-course,,"Category: Data SecurityData Security, Category: Security and Access ControlSecurity and Access Control, Category: Navigating SalesforceNavigating Salesforce, Category: Data ReportingData Reporting, Category: DashboardDashboard, Category: Data LoaderData Loader, Category: Data ManagementData Management, Category: Data HandlingData Handling, Category: Change Set managementChange Set management, Category: Configuration ManagementConfiguration Management, Category: Salesforce sandboxesSalesforce sandboxes, Category: Software DeploymentSoftware Deployment, Category: Sandbox refreshes and cloningSandbox refreshes and cloning, Category: Data encryptionData encryption, Category: Lightning App BuilderLightning App Builder, Category: Managing access controlsManaging access controls, Category: Configuring Salesforce security featuresConfiguring Salesforce security features, Category: Managing user permissionsManaging user permissions, Category: Configuring componentsConfiguring components, Category: Lightning appsLightning apps, Category: Adding dynamic functionalityAdding dynamic functionality, Category: Designing layouts for various devicesDesigning layouts for various devices, Category: Lightning PagesLightning Pages"
PyTorch Ultimate 2024 - From Basics to Cutting-Edge,Packt,,,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-pytorch-ultimate-2024---from-basics-to-cutting-edge,,"Category: Deep LearningDeep Learning, Category: Machine LearningMachine Learning, Category: PyTorch (Machine Learning Library)PyTorch (Machine Learning Library), Category: neural networkneural network, Category: Recurrent Neural Network (RNN)Recurrent Neural Network (RNN), Category: PyTorch (Machine Learning Library)PyTorch (Machine Learning Library), Category: CNNCNN, Category: YOLOYOLO, Category: Classification ModelsClassification Models, Category: TransformersTransformers, Category: AutoencodersAutoencoders, Category: Recommender SystemsRecommender Systems, Category: PyTorch LightningPyTorch Lightning, Category: GANsGANs"
Data-Driven Decision Making (DDDM),University at Buffalo,4.7,406 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/data-driven-decision-making,11762.0,"Category: Data CollectionData Collection, Category: Gap assessmentGap assessment, Category: Business Process MappingBusiness Process Mapping, Category: KPIsKPIs, Category: Data-Driven Decision MakingData-Driven Decision Making, Category: Data storytellingData storytelling, Category: Data analysis toolsData analysis tools, Category: Statistical process control (SPC)Statistical process control (SPC), Category: Data-Driven Decision MakingData-Driven Decision Making, Category: Data visualization toolsData visualization tools, Category: LeanLean, Category: Six SigmaSix Sigma, Category: ISO 9001: 2015ISO 9001: 2015, Category: Data-Driven Decision MakingData-Driven Decision Making"
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Ludwig-Maximilians-Universität München (LMU),4.8,374 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/computers-waves-simulations,25397.0,
Google Workspace Security,Google Cloud,4.7,789 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-workspace-security,20901.0,
Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,4.8,699 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/queeringidentities,29953.0,
Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,4.8,1.4K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/democracia,71312.0,
Disability Awareness and Support,University of Pittsburgh,4.6,309 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/disability-awareness,13799.0,
Generative AI for Business Consultants,Fractal Analytics,4.5,51 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-business-consultants,,"Category: Communication SkillsCommunication Skills, Category: Artificial IntelligenceArtificial Intelligence, Category: Generative AIGenerative AI, Category: Prompt EngineeringPrompt Engineering, Category: Critical ThinkingCritical Thinking, Category: Communication skillsCommunication skills, Category: ConsultingConsulting, Category: CopilotCopilot, Category: MS CopilotMS Copilot, Category: Gen AIGen AI, Category: Gen AI In ConsultingGen AI In Consulting, Category: responsible AIresponsible AI, Category: Critical ThinkingCritical Thinking, Category: Problem SolvingProblem Solving, Category: Cross-Cultural CommunicationCross-Cultural Communication, Category: Generative AIGenerative AI"
Object-Oriented Design,University of Alberta,4.7,2.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/object-oriented-design,130184.0,
Learning Languages with AI,University of Michigan,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/learning-languages-with-ai,3478.0,
Global Health at the Human-Animal-Ecosystem Interface,University of Geneva,4.7,345 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/global-health-human-animal-ecosystem,16832.0,
Introduction to Applied Cryptography,University of Colorado System,4.6,963 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/introduction-applied-cryptography,12040.0,
Generative AI for Developers,Fractal Analytics,4.5,60 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/generative-ai-for-developers,,"Category: Communication SkillsCommunication Skills, Category: Artificial IntelligenceArtificial Intelligence, Category: Generative AIGenerative AI, Category: Prompt EngineeringPrompt Engineering, Category: Critical ThinkingCritical Thinking, Category: Communication skillsCommunication skills, Category: Critical ThinkingCritical Thinking, Category: Computer ProgrammingComputer Programming, Category: Error handlingError handling, Category: Using generative AIUsing generative AI, Category: Generative AIGenerative AI, Category: Error-handlingError-handling, Category: responsible AIresponsible AI, Category: Critical ThinkingCritical Thinking, Category: Problem SolvingProblem Solving, Category: Cross-Cultural CommunicationCross-Cultural Communication, Category: Generative AIGenerative AI"
Writing and Editing: Word Choice and Word Order,University of Michigan,4.7,1.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/writing-editing-words,138085.0,
Kinematics: Describing the Motions of Spacecraft,University of Colorado Boulder,4.9,326 reviews,Advanced · Course · 1 - 4 Weeks,https://www.coursera.org/learn/spacecraft-dynamics-kinematics,25060.0,
Six Sigma Tools for Define and Measure,Kennesaw State University,4.6,2.4K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/six-sigma-tools-define-measure,55823.0,
Copyright Law,University of Pennsylvania,4.8,342 reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/copyright-law,17538.0,
Virtual Reality,University of London,4.7,2K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/virtual-reality,39223.0,
Human Rights for Open Societies,Utrecht University,4.8,584 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/humanrights,48206.0,
Better Business Writing in English,Georgia Institute of Technology,4.7,507 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-writing-english,90666.0,
Practical Time Series Analysis,The State University of New York,4.6,1.7K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/practical-time-series-analysis,91780.0,
Fundamental Neuroscience for Neuroimaging,Johns Hopkins University,4.7,2.2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/neuroscience-neuroimaging,74134.0,
Introduction to battery-management systems,University of Colorado Boulder,4.8,2.1K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/battery-management-systems,63674.0,
Análisis de riesgos de desastres y cambio climático,Banco Interamericano de Desarrollo,4.4,18 reviews,Advanced · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/analisis-de-riesgos-de-desastres-y-cambio-climatico,,"Category: anÃ¡lisis de riesgosanÃ¡lisis de riesgos, Category: infraestructurainfraestructura, Category: riesgos de desastresriesgos de desastres, Category: proyectosproyectos, Category: cambio climÃ¡ticocambio climÃ¡tico, Category: anÃ¡lisis de riesgosanÃ¡lisis de riesgos, Category: infraestructurainfraestructura, Category: riesgos de desastresriesgos de desastres, Category: cambio climÃ¡ticocambio climÃ¡tico, Category: resilienciaresiliencia, Category: Toma de decisionesToma de decisiones, Category: riesgos de desastresriesgos de desastres, Category: Gobernanza de riesgosGobernanza de riesgos, Category: Viabilidad de proyectosViabilidad de proyectos, Category: Proyectos de infraestructuraProyectos de infraestructura"
The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,4.9,788 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/oralcavity,28884.0,
Ready to Roll – The Video Production Process,University of Colorado Boulder,5.0,19 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ready-to-roll-the-video-production-process,3844.0,
Privacy Fundamentals,Infosec,4.6,31 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/privacy-fundamentals-infosec,,
Entrepreneurship 4: Financing and Profitability,University of Pennsylvania,4.8,1.1K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty,37425.0,
Groundwork for Success in Sales Development,Salesforce,4.4,403 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sales-success,47182.0,
Introduction to Databases,Meta,4.7,1.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-databases,78515.0,
Introduction to Quantum Information,Korea Advanced Institute of Science and Technology(KAIST),4.2,111 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-quantum-information,18574.0,
The Structured Query Language (SQL),University of Colorado Boulder,4.7,852 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/the-structured-query-language-sql,57800.0,
VLSI CAD Part I: Logic,University of Illinois Urbana-Champaign,4.7,546 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/vlsi-cad-logic,56226.0,
Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),4.7,2.4K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/antimicrobial-resistance,67661.0,
Conflict Management For Everyone,Arizona State University,4.8,32 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/conflictmanagementforeveryone,,"Category: Recognizing reactions to conflictRecognizing reactions to conflict, Category: Identifying the nature of conflictIdentifying the nature of conflict, Category: Listening actively for interestsListening actively for interests, Category: Asking QuestionsAsking Questions, Category: Identifying conflict mindsetsIdentifying conflict mindsets, Category: Handling conflict on the phoneHandling conflict on the phone, Category: Handling conflict in personHandling conflict in person, Category: Handling conflict over emailHandling conflict over email, Category: Preparing for negotiationPreparing for negotiation, Category: Processing information and optionsProcessing information and options, Category: Identifying negotiation skill setsIdentifying negotiation skill sets, Category: Making offersMaking offers, Category: Exploring cooperative solutionsExploring cooperative solutions, Category: Responding to conflictResponding to conflict, Category: Following through on solutionsFollowing through on solutions"
"Excel/VBA for Creative Problem Solving, Part 1",University of Colorado Boulder,4.8,4.2K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,159125.0,
"Cameras, Exposure, and Photography",Michigan State University,4.8,5.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/exposure-photography,280154.0,
Fundamentals of Good Clinical Practice: Recruitment & Trial,Novartis,4.8,84 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gcp-recruitment,3050.0,
Machine Learning and Reinforcement Learning in Finance,New York University,3.7,801 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/machine-learning-reinforcement-finance,21681.0,"Category: Q-learning using financial problemsQ-learning using financial problems, Category: option pricing and risk managementoption pricing and risk management, Category: simple model for market dynamicssimple model for market dynamics, Category: Portfolio OptimizationPortfolio Optimization, Category: optimal tradingoptimal trading"
Adobe Photoshop for Beginners: Generative AI Images,Coursera Project Network,4.9,9 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/generative-ai-images-with-adobe-photoshop--ai-image-editing,,
Business Writing,University of Colorado Boulder,4.8,4.7K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/writing-for-business,193232.0,
"Graph Search, Shortest Paths, and Data Structures",Stanford University,4.8,2K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/algorithms-graphs-data-structures,88872.0,
Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),Michigan State University,4.5,759 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/script-writing,112520.0,
Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",4.5,1.3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/speaklistenenglish,81706.0,"Category: English LanguageEnglish Language, Category: LectureLecture, Category: Note TakingNote Taking, Category: SpeechSpeech"
International Cyber Conflicts,The State University of New York,4.5,1.5K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cyber-conflicts,51375.0,
Adobe Premiere Pro for Beginners: Quickstart Video-Editing,Coursera Project Network,4.2,10 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/adobe-premiere-pro-for-beginners-quickstart-video-editing,1581.0,
Organ Donation: From Death to Life,University of Cape Town,4.8,985 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/organ-donation,14615.0,
Entreprise et changement climatique,ESSEC Business School,4.6,105 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/entreprise-changement-climatique,4733.0,
Developing Interpersonal Skills,IBM,4.7,1.9K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/interpersonal-skills,99652.0,
Quantum Mechanics for Engineers,University of Colorado Boulder,4.4,91 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/quantum-mechanics-for-engineers,4684.0,"Category: Differential EquationsDifferential Equations, Category: Quantum MeasurementQuantum Measurement, Category: Linear AlgebraLinear Algebra, Category: Quantum MechanicsQuantum Mechanics, Category: angular momentumangular momentum, Category: hydrogen atomhydrogen atom, Category: EnergyEnergy, Category: Energy LevelEnergy Level, Category: Quantum MechanicsQuantum Mechanics, Category: Perturbation TheoryPerturbation Theory"
Linux for beginners with Hands-on Labs,KodeKloud,,,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/linux-for-beginners-with-hands-on-labs,,
Introduction to Networking and Cloud Computing,Microsoft,4.8,393 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-networking-and-cloud-computing,27179.0,
Évaluation & Mesure d'Impact Social,ESSEC Business School,4.6,92 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/evaluation-mesure-impact-social,8172.0,
Excel for Beginners: Beginner Functions,Coursera Project Network,4.6,50 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/excel-for-beginners-beginner-functions,6083.0,
Financial Forecasting and Reporting,University of Colorado Boulder,4.7,49 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-forecasting-and-reporting,6330.0,
Global Impact: Business Ethics,University of Illinois Urbana-Champaign,4.7,453 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-ethics,20588.0,
Financial Accounting: Foundations,University of Illinois Urbana-Champaign,4.7,4.5K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-accounting-basics,152074.0,
Management Foundations in the Hospitality Industry,University of North Texas,4.4,74 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/hmgt3860mooc,5717.0,
"Build AI Apps with ChatGPT, Dall-E, and GPT-4",Scrimba,4.4,149 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/build-ai-apps-with-chatgpt-dalle-gpt4,25133.0,
Introduction to Statistics & Data Analysis in Public Health,Imperial College London,4.7,1.5K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,55036.0,
Design of Industrial Piping Systems,L&T EduTech,4.4,66 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/design-of-industrial-piping-systems,2184.0,"Category: 1.	Knowledge of Fluid Mechanics, and Strength of Materials1.	Knowledge of Fluid Mechanics, and Strength of Materials, Category: 3.	Graduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation3.	Graduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: 4.	Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation4.	Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: 5.	Diploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation5.	Diploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: 2.	Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation2.	Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ InstrumentationWorking professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Graduate students of Mechanical / Chemical / Petro-Chemical/ InstrumentationGraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semesterUndergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semester, Category: Knowledge of Fluid MechanicsKnowledge of Fluid Mechanics, Category: Diploma students of Mechanical / Chemical / Petro-Chemical/ InstrumentationDiploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Working professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ InstrumentationWorking professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Knowledge of Fluid Mechanics, Strength of materialsKnowledge of Fluid Mechanics, Strength of materials, Category: Graduate students of Mechanical / Chemical / Petro-Chemical/ InstrumentationGraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Undergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semesterUndergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation who are in either Vth, VIth, VIIth or VIIIth semester, Category: Diploma students of Mechanical / Chemical / Petro-Chemical/ InstrumentationDiploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Knowledge of Fluid Mechanics, Strength of materialsKnowledge of Fluid Mechanics, Strength of materials, Category: Graduate students of Mechanical / Chemical / Petro-Chemical/ InstrumentationGraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation, Category: Undergraduate students of Mechanical / Chemical / Petro-Chemical/ InstrumentationUndergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation"
The Business of Product Management I,Advancing Women in Tech,4.5,776 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/the-business-of-product-management-one,33982.0,
Social and Economic Networks: Models and Analysis,Stanford University,4.8,742 reviews,Advanced · Course · 1 - 3 Months,https://www.coursera.org/learn/social-economic-networks,71997.0,
Advanced Business Strategy,University of Virginia,4.8,1.1K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-advanced-business-strategy,51313.0,
B2B and Territory Sales Strategies and Techniques,Coursera Instructor Network,4.6,24 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/b2b-and-territory-sales-strategies-and-techniques,,
Analyze Network Traffic with TCPDump: Build a Logging Tool,Coursera Project Network,,,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/analyze-network-traffic-tcpdump-build-logging-tool,,
Introduction to ITIL V4 Service Management Concept,EDUCBA,4.2,138 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-itil-v4-service-management-concept,6914.0,
Grande Distribution et RSE : Comprendre et Agir,ESSEC Business School,5.0,11 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/grande-distribution-et-rse,,
Chemicals and Health,Johns Hopkins University,4.7,1.3K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/chemicals-health,74408.0,
Security Operations,ISC2,4.7,106 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/security-operations,8572.0,
Devenir entrepreneur du changement,HEC Paris,4.7,608 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/entrepreneur-changement,81250.0,
SAP Technology Consultant Hands-on Project,SAP,4.7,43 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sap-technology-consultant-hands-on-project,9435.0,
Introduction to Big Data with Spark and Hadoop,IBM,4.4,395 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,55809.0,
Power Platform in Business Analysis,Microsoft,4.2,18 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/power-platform-in-business-analysis,3263.0,
Introduction to Modern Data Engineering with Snowflake,Snowflake,4.7,44 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/data-engineering-snowflake,2302.0,
Python Essentials for MLOps,Duke University,4.2,201 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/python-mlops-duke,21283.0,
Optimizing a Website for Google Search,"University of California, Davis",4.7,1.6K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/optimizing-web-search,84888.0,
The Engineering of Structures Around Us,Dartmouth College,4.8,125 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/engineering-of-structures-around-us,2144.0,
Clinical Trials Data Management and Quality Assurance,Johns Hopkins University,4.8,130 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/clinical-trials-data-collection-management-quality-assurance,11353.0,
Wharton Business and Financial Modeling Capstone,University of Pennsylvania,4.6,490 reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/wharton-business-financial-modeling-capstone,10913.0,
Water Resources Management and Policy,University of Geneva,4.6,1.2K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/water-management,45344.0,
Gestión Empresarial Exitosa para Pymes,Pontificia Universidad Católica de Chile,4.8,5.3K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/gestionempresarialpyme,242700.0,
"Coding for Designers, Managers, and Entrepreneurs",University of Virginia,4.2,67 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/coding-for-managers,6524.0,"Category: Rapid PrototypingRapid Prototyping, Category: HTML5HTML5, Category: User StoryUser Story, Category: Cascading Style Sheets (CSS)Cascading Style Sheets (CSS), Category: User Experience Design (UXD)User Experience Design (UXD), Category: Rapid PrototypingRapid Prototyping, Category: JqueryJquery, Category: User Interface Design (UI Design)User Interface Design (UI Design), Category: JavaScriptJavaScript, Category: HTML5HTML5, Category: Rapid PrototypingRapid Prototyping, Category: HTMLHTML, Category: JavaScriptJavaScript, Category: Cascading Style Sheets (CSS)Cascading Style Sheets (CSS), Category: User Experience (UX)User Experience (UX)"
A Life of Happiness and Fulfillment,Indian School of Business,4.8,5.8K reviews,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/happiness,484828.0,
Google Workspace Mail Management,Google Cloud,4.8,647 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-workspace-mail-management,16073.0,
The Data Scientist’s Toolbox,Johns Hopkins University,4.6,34K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-scientists-tools,749385.0,
"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,4.8,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/stem,206754.0,
Using Data Analytics in Supply Chain,Unilever,4.3,38 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/using-data-analytics-in-supply-chain,4238.0,
Supply Chain Sourcing,Rutgers the State University of New Jersey,4.7,2K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sourcing,64674.0,
Cognition sociale,University of Geneva,4.8,19 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/cognition-sociale,2391.0,
Solar Energy System Design,The State University of New York,4.7,425 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/solar-energy-system-design,29914.0,
Troubles du spectre de l'autisme : biologie et neurosciences,University of Geneva,4.9,140 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/troubles-spectre-autisme-biologie-neurosciences,9567.0,
Become a Sustainable Business Change Agent,University of Colorado System,4.7,330 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sustainable-business-change-agent,9840.0,
Programming Fundamentals,Duke University,4.7,6.8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/programming-fundamentals,218783.0,
Smart Contracts,University at Buffalo,4.6,2.3K reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/smarter-contracts,72416.0,
Getting Started with R,Coursera Project Network,4.3,366 reviews,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/getting-started-with-r,14756.0,
Strategic Sales Management,Fundação Instituto de Administração,4.6,477 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales,15019.0,
Refugees in the 21st Century,University of London,4.8,542 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/refugees-21st-century,24606.0,
Cybersecurity and Privacy,Microsoft,4.8,58 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/cybersecurity-and-privacy,3133.0,
Generative AI: Elevate your Software Development Career,IBM,4.6,104 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-elevate-software-development-career,12135.0,
Snowflake - SnowPro Core Certification Preparation,Board Infinity,2.4,13 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/snowflake-snowpro-core-certification-preparation,2149.0,
Advanced Neurobiology I,Peking University,4.1,607 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-neurobiology1,69088.0,
The Art of Music Production,Berklee,4.8,2K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/producing-music,107240.0,
